Gender,Age,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
Male,59,40,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,110.1,0.0,0,460.0,4929.1,Stayed,mising,mising
Female,71,59,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,One Year,Bank Withdrawal,94.05,0.0,30,1129.26,6643.16,Stayed,mising,mising
Female,41,50,mising,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,103.05,0.0,0,2374.0,7527.5,Stayed,mising,mising
Female,53,2,mising,No,mising,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,24.4,0.0,0,0.0,36.55,Churned,Dissatisfaction,Lack of self-service on Website
Female,56,46,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Mailed Check,79.2,0.0,0,2154.18,5747.98,Stayed,mising,mising
Female,45,18,Offer D,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,64.8,0.0,0,764.1,1930.8,Stayed,mising,mising
Female,59,35,Offer C,No,mising,Yes,Cable,No,Yes,Yes,No,No,No,No,Month-to-Month,Credit Card,33.45,0.0,30,0.0,1205.85,Stayed,mising,mising
Male,47,1,mising,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Yes,Month-to-Month,Credit Card,50.6,0.0,0,11.86,62.46,Churned,Dissatisfaction,Service dissatisfaction
Male,28,4,mising,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Credit Card,80.8,0.0,0,169.32,501.77,Churned,Competitor,Competitor offered higher download speeds
Male,30,5,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,85.3,0.0,0,182.6,606.75,Churned,Competitor,Competitor had better devices
Female,64,69,mising,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Two Year,Credit Card,64.15,0.0,40,2751.72,7045.82,Stayed,mising,mising
Male,41,17,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,80.85,0.0,0,282.37,1683.22,Churned,Competitor,Competitor had better devices
Female,48,1,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,20.2,0.0,0,43.52,63.72,Churned,Price,Price too high
Male,71,24,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,78.85,0.0,0,49.2,1821.45,Churned,Attitude,Attitude of service provider
Female,69,62,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,One Year,Bank Withdrawal,84.45,0.0,0,1210.24,6169.39,Stayed,mising,mising
Male,49,12,mising,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.4,0.0,0,133.44,652.34,Churned,Competitor,Competitor made better offer
Male,45,23,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,20.85,0.0,0,812.36,1286.26,Stayed,mising,mising
Female,54,45,Offer B,No,mising,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,50.9,0.0,0,0.0,2333.85,Stayed,mising,mising
Female,64,9,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Credit Card,85.3,0.0,10,435.42,1226.82,Stayed,mising,mising
Male,60,4,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,80.35,0.0,0,129.72,437.12,Churned,Dissatisfaction,Product dissatisfaction
Male,60,24,mising,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,85.95,0.0,0,228.72,2335.87,Stayed,mising,mising
Female,42,71,Offer A,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,25.95,0.0,0,1754.41,3556.31,Stayed,mising,mising
Male,56,2,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.15,0.0,0,12.94,111.44,Churned,Competitor,Competitor offered higher download speeds
Female,41,10,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.6,0.0,0,452.1,1512.3,Churned,Competitor,Competitor offered more data
Female,28,67,Offer A,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,One Year,Credit Card,60.5,0.0,0,2411.33,6281.33,Stayed,mising,mising
Female,39,7,mising,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,One Year,Bank Withdrawal,69.45,0.0,0,132.37,609.42,Stayed,mising,mising
Female,34,13,Offer D,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,78.75,0.0,50,499.2,1544.55,Stayed,mising,mising
Female,47,57,mising,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,One Year,Bank Withdrawal,94.7,0.0,0,2219.58,7688.53,Stayed,mising,mising
Female,74,36,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Credit Card,91.95,17.76,0,407.52,3690.81,Stayed,mising,mising
Female,61,66,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,90.05,0.0,0,876.48,6842.43,Stayed,mising,mising
Female,33,22,Offer D,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,59.05,0.0,0,720.5,1974.0,Stayed,mising,mising
Female,57,17,Offer D,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,94.4,0.0,0,438.43,2045.63,Churned,Other,Moved
Female,75,1,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,74.45,0.0,0,39.61,114.06,Churned,Competitor,Competitor made better offer
Female,64,11,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.0,0.0,0,282.37,1361.27,Churned,Competitor,Competitor made better offer
Female,27,2,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,73.55,0.0,0,17.0,162.4,Churned,Competitor,Competitor had better devices
Male,51,4,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.8,0.0,0,29.04,350.94,Churned,Dissatisfaction,Network reliability
Female,38,69,Offer A,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,19.75,0.0,0,363.63,1739.03,Stayed,mising,mising
Male,38,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Credit Card,104.9,0.0,0,2319.84,10052.49,Stayed,mising,mising
Female,46,23,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,93.5,0.0,0,416.76,2758.31,Stayed,mising,mising
Male,32,40,Offer B,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,74.55,0.0,0,554.4,3570.15,Stayed,mising,mising
Female,44,70,mising,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,84.7,0.0,0,1185.1,7176.15,Stayed,mising,mising
Female,68,70,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,90.85,0.0,0,2695.0,9165.1,Stayed,mising,mising
Male,27,69,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,110.05,23.16,0,393.99,7801.58,Stayed,mising,mising
Female,58,6,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.5,0.0,0,287.52,860.82,Churned,Competitor,Competitor had better devices
Male,55,72,mising,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,92.0,0.0,0,3269.52,9902.27,Stayed,mising,mising
Female,41,67,Offer A,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,86.15,0.0,0,214.4,6098.25,Stayed,mising,mising
Female,74,40,mising,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,99.2,0.0,0,790.4,4852.6,Churned,Other,Moved
Female,20,19,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,24.9,0.0,0,600.02,1067.72,Stayed,mising,mising
Male,25,70,Offer A,No,mising,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Two Year,Mailed Check,40.05,0.0,0,0.0,2799.75,Stayed,mising,mising
Female,23,21,mising,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Two Year,Credit Card,71.05,16.91,140,364.35,2012.29,Stayed,mising,mising
Male,76,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,104.9,33.73,0,1392.32,4710.14,Churned,Attitude,Attitude of support person
Male,69,29,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,103.95,0.0,0,1431.44,4396.24,Stayed,mising,mising
Female,25,29,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.2,0.0,0,475.02,2468.27,Stayed,mising,mising
Female,22,25,mising,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,95.15,0.0,80,745.25,3220.95,Stayed,mising,mising
Male,73,55,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,98.8,0.0,0,491.15,6108.9,Churned,Price,Price too high
Female,54,55,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,103.65,0.0,0,1851.3,7527.95,Stayed,mising,mising
Female,34,2,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.2,0.0,0,85.78,279.58,Churned,Dissatisfaction,Lack of self-service on Website
Male,58,62,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,96.75,0.0,0,1403.68,7529.08,Churned,Attitude,Attitude of service provider
Male,41,19,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,20.0,0.0,0,457.9,835.45,Stayed,mising,mising
Female,61,7,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.65,0.0,0,35.07,194.02,Stayed,mising,mising
Male,26,29,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,Credit Card,75.3,0.0,0,97.15,2360.55,Stayed,mising,mising
Male,47,29,Offer C,No,mising,Yes,DSL,No,No,No,Yes,No,No,Yes,Month-to-Month,Credit Card,33.75,0.0,0,0.0,1009.25,Stayed,mising,mising
Male,44,12,Offer D,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,81.7,0.0,0,220.56,1079.16,Churned,Dissatisfaction,Poor expertise of phone support
Female,25,50,Offer B,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Credit Card,70.8,0.0,0,1876.0,5354.15,Stayed,mising,mising
Male,19,67,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,111.2,0.0,0,2744.32,10275.12,Stayed,mising,mising
Female,63,33,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,86.15,0.0,0,473.22,3218.92,Churned,Attitude,Attitude of service provider
Female,32,37,Offer C,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,75.1,0.0,0,41.44,2700.24,Stayed,mising,mising
Female,44,64,Offer B,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,25.0,0.0,0,435.84,2020.64,Stayed,mising,mising
Male,21,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.9,0.0,0,32.85,122.75,Churned,Other,Don't know
Male,64,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.85,0.0,0,92.64,665.09,Stayed,mising,mising
Male,57,9,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Mailed Check,44.95,0.0,10,25.92,466.92,Churned,Competitor,Competitor had better devices
Female,31,48,mising,No,mising,Yes,DSL,No,Yes,No,No,No,No,Yes,One Year,Mailed Check,34.7,0.0,0,0.0,1604.5,Churned,Dissatisfaction,Product dissatisfaction
Female,39,38,mising,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,66.15,0.0,0,765.32,3287.72,Stayed,mising,mising
Female,35,32,Offer C,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,19.9,0.0,0,496.96,1098.51,Stayed,mising,mising
Female,34,10,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.85,0.0,0,432.6,1386.05,Churned,Competitor,Competitor offered more data
Female,30,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,85.8,0.0,0,34.47,120.27,Churned,Competitor,Competitor made better offer
Female,21,3,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,95.2,0.0,20,69.78,382.63,Churned,Competitor,Competitor made better offer
Female,51,56,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Credit Card,81.25,0.0,0,1450.4,6070.8,Stayed,mising,mising
Male,24,9,Offer E,No,mising,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,24.6,0.0,0,0.0,190.1,Stayed,mising,mising
Female,75,53,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,73.8,0.0,0,887.22,4891.07,Stayed,mising,mising
Female,35,63,Offer B,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,One Year,Credit Card,58.55,0.0,0,1724.94,5228.44,Stayed,mising,mising
Male,64,35,mising,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Two Year,Credit Card,55.25,0.0,0,713.65,2637.75,Stayed,mising,mising
Male,36,41,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,102.6,2.93,0,1846.23,6056.65,Churned,Competitor,Competitor had better devices
Male,37,13,Offer D,No,mising,Yes,Cable,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,25.15,48.59,0,0.0,283.26,Stayed,mising,mising
Male,52,14,Offer D,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,69.2,0.0,0,41.44,986.09,Stayed,mising,mising
Male,27,14,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,19.9,0.0,0,609.0,892.75,Stayed,mising,mising
Female,41,51,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,93.8,0.0,0,1388.73,5928.08,Stayed,mising,mising
Female,37,1,Offer E,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,55.4,0.0,0,13.01,68.41,Churned,Competitor,Competitor had better devices
Female,29,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,69.95,0.0,0,13.04,82.99,Churned,Competitor,Competitor made better offer
Female,49,68,mising,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,One Year,Bank Withdrawal,55.9,0.0,20,3045.72,6914.52,Stayed,mising,mising
Male,77,1,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,88.8,0.0,10,49.6,148.4,Churned,Competitor,Competitor made better offer
Female,38,60,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,99.65,0.0,0,1008.6,6949.65,Stayed,mising,mising
Male,78,7,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,73.75,0.0,0,226.8,771.95,Churned,Attitude,Attitude of support person
Female,48,23,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,20.4,0.0,0,910.57,1389.32,Stayed,mising,mising
Male,40,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Bank Withdrawal,82.3,0.0,0,3487.68,9302.83,Stayed,mising,mising
Male,30,5,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.9,0.0,0,234.4,592.15,Churned,Competitor,Competitor made better offer
Female,29,6,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,19.7,0.0,0,33.12,146.62,Stayed,mising,mising
Female,45,13,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,19.75,0.0,0,72.54,319.24,Stayed,mising,mising
Male,26,47,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Bank Withdrawal,19.9,0.0,0,2030.4,2973.35,Stayed,mising,mising
Male,73,14,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,19.65,0.0,0,640.64,869.29,Stayed,mising,mising
Female,62,23,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Bank Withdrawal,77.15,0.0,0,759.46,2518.86,Stayed,mising,mising
Female,47,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,92.0,0.0,110,3116.88,9701.28,Stayed,mising,mising
Female,55,1,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,43.95,0.0,0,34.48,78.43,Churned,Attitude,Attitude of service provider
Female,33,66,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.1,0.0,0,2847.24,9442.24,Stayed,mising,mising
Male,37,53,Offer B,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,25.55,37.37,0,1765.43,3064.16,Stayed,mising,mising
Female,28,11,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.0,0.0,0,110.66,1039.96,Stayed,mising,mising
Male,44,61,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,111.6,0.0,0,477.02,7353.07,Churned,Competitor,Competitor offered more data
Male,64,1,Offer E,No,mising,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,35.45,0.0,0,0.0,35.45,Churned,Dissatisfaction,Network reliability
Male,34,67,Offer A,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,Yes,One Year,Bank Withdrawal,87.4,0.0,0,1902.8,7821.6,Churned,Competitor,Competitor made better offer
Male,63,18,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,74.15,0.0,0,78.84,1465.84,Stayed,mising,mising
Male,42,18,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.75,0.0,0,615.06,2306.96,Stayed,mising,mising
Female,32,12,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,78.1,0.0,0,510.6,1457.9,Churned,Attitude,Attitude of support person
Female,73,27,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,104.3,0.0,0,275.13,3142.88,Churned,Competitor,Competitor made better offer
Female,60,61,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,One Year,Credit Card,100.7,0.0,90,1113.86,7222.51,Stayed,mising,mising
Female,25,65,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,107.65,0.0,0,1799.85,8882.7,Stayed,mising,mising
Female,23,41,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Mailed Check,20.0,0.0,0,413.69,1223.99,Stayed,mising,mising
Male,51,19,Offer D,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Credit Card,50.1,0.0,120,179.93,1210.38,Stayed,mising,mising
Female,42,2,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Credit Card,49.05,0.0,40,29.4,160.5,Churned,Competitor,Competitor had better devices
Male,73,2,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,Credit Card,86.85,0.0,40,8.38,204.73,Churned,Competitor,Competitor had better devices
Female,30,4,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,19.95,0.0,0,114.2,197.1,Stayed,mising,mising
Male,34,25,Offer C,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,54.3,0.0,0,949.25,2246.05,Stayed,mising,mising
Male,21,60,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,One Year,Bank Withdrawal,90.95,0.0,0,1995.0,7448.4,Churned,Other,Moved
Female,32,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,85.2,0.0,0,211.28,838.68,Churned,Competitor,Competitor had better devices
Male,75,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Credit Card,84.45,0.0,0,1203.84,7103.69,Stayed,mising,mising
Male,24,5,mising,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Credit Card,55.8,0.0,0,206.45,480.8,Stayed,mising,mising
Male,24,10,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.25,0.0,0,131.6,334.1,Stayed,mising,mising
Female,43,59,mising,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,One Year,Credit Card,81.25,0.0,0,1746.4,6385.85,Stayed,mising,mising
Female,41,68,Offer A,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,25.8,0.0,0,1164.16,3075.66,Stayed,mising,mising
Male,19,54,Offer B,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,24.05,0.0,0,2245.32,3476.22,Stayed,mising,mising
Male,24,22,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,20.3,0.0,0,506.66,973.81,Stayed,mising,mising
Female,19,49,mising,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Month-to-Month,Credit Card,52.15,0.0,50,1392.58,4026.33,Stayed,mising,mising
Female,29,51,mising,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.15,0.0,0,129.03,4147.58,Stayed,mising,mising
Female,50,19,Offer D,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,25.6,0.0,0,730.17,1216.07,Stayed,mising,mising
Female,56,14,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Mailed Check,19.55,0.0,0,266.42,560.92,Stayed,mising,mising
Male,70,57,mising,No,mising,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,44.85,12.07,0,0.0,2560.88,Churned,Attitude,Attitude of support person
Male,25,72,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Credit Card,97.75,0.0,0,1496.88,8488.48,Stayed,mising,mising
Female,49,63,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Two Year,Credit Card,98.0,0.0,0,1488.06,7706.51,Stayed,mising,mising
Female,58,4,mising,Yes,Yes,Yes,Cable,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Credit Card,64.4,0.0,0,4.4,257.4,Stayed,mising,mising
Male,32,17,Offer D,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,One Year,Credit Card,64.8,0.0,0,770.95,1946.55,Stayed,mising,mising
Male,61,6,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,85.35,0.0,0,71.82,561.27,Churned,Attitude,Attitude of service provider
Male,21,56,mising,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.45,0.0,0,1422.96,6547.56,Churned,Attitude,Attitude of support person
Female,52,13,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,88.35,0.0,0,231.79,1454.59,Churned,Competitor,Competitor made better offer
Female,59,6,Offer E,Yes,No,Yes,DSL,No,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,49.15,0.0,0,41.64,312.44,Churned,Competitor,Competitor had better devices
Male,40,71,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,93.25,0.0,90,1885.76,8645.21,Stayed,mising,mising
